,userId,movieId,rating,timestamp,month
0,1,1,4.0,964982703,7
1,1,3,4.0,964981247,7
2,1,6,4.0,964982224,7
3,1,47,5.0,964983815,7
4,1,50,5.0,964982931,7
5,1,70,3.0,964982400,7
6,1,101,5.0,964980868,7
7,1,110,4.0,964982176,7
8,1,151,5.0,964984041,7
9,1,157,5.0,964984100,7
10,1,163,5.0,964983650,7
11,1,216,5.0,964981208,7
12,1,223,3.0,964980985,7
13,1,231,5.0,964981179,7
14,1,235,4.0,964980908,7
15,1,260,5.0,964981680,7
16,1,296,3.0,964982967,7
17,1,316,3.0,964982310,7
18,1,333,5.0,964981179,7
19,1,349,4.0,964982563,7
20,1,356,4.0,964980962,7
21,1,362,5.0,964982588,7
22,1,367,4.0,964981710,7
23,1,423,3.0,964982363,7
24,1,441,4.0,964980868,7
25,1,457,5.0,964981909,7
26,1,480,4.0,964982346,7
27,1,500,3.0,964981208,7
28,1,527,5.0,964984002,7
29,1,543,4.0,964981179,7
30,1,552,4.0,964982653,7
31,1,553,5.0,964984153,7
32,1,590,4.0,964982546,7
33,1,592,4.0,964982271,7
34,1,593,4.0,964983793,7
35,1,596,5.0,964982838,7
36,1,608,5.0,964982931,7
37,1,648,3.0,964982563,7
38,1,661,5.0,964982838,7
39,1,673,3.0,964981775,7
40,1,733,4.0,964982400,7
41,1,736,3.0,964982653,7
42,1,780,3.0,964984086,7
43,1,804,4.0,964980499,7
44,1,919,5.0,964982475,7
45,1,923,5.0,964981529,7
46,1,940,5.0,964982176,7
47,1,943,4.0,964983614,7
48,1,954,5.0,964983219,7
49,1,1009,3.0,964981775,7
50,1,1023,5.0,964982681,7
51,1,1024,5.0,964982876,7
52,1,1025,5.0,964982791,7
53,1,1029,5.0,964982855,7
54,1,1030,3.0,964982903,7
55,1,1031,5.0,964982653,7
56,1,1032,5.0,964982791,7
57,1,1042,4.0,964981179,7
58,1,1049,5.0,964982400,7
59,1,1060,4.0,964980924,7
60,1,1073,5.0,964981680,7
61,1,1080,5.0,964981327,7
62,1,1089,5.0,964982951,7
63,1,1090,4.0,964984018,7
64,1,1092,5.0,964983484,7
65,1,1097,5.0,964981680,7
66,1,1127,4.0,964982513,7
67,1,1136,5.0,964981327,7
68,1,1196,5.0,964981827,7
69,1,1197,5.0,964981872,7
70,1,1198,5.0,964981827,7
71,1,1206,5.0,964983737,7
72,1,1208,4.0,964983250,7
73,1,1210,5.0,964980499,7
74,1,1213,5.0,964982951,7
75,1,1214,4.0,964981855,7
76,1,1219,2.0,964983393,7
77,1,1220,5.0,964981909,7
78,1,1222,5.0,964981909,7
79,1,1224,5.0,964984018,7
80,1,1226,5.0,964983618,7
81,1,1240,5.0,964983723,7
82,1,1256,5.0,964981442,7
83,1,1258,3.0,964983414,7
84,1,1265,4.0,964983599,7
85,1,1270,5.0,964983705,7
86,1,1275,5.0,964982290,7
87,1,1278,5.0,964983414,7
88,1,1282,5.0,964982703,7
89,1,1291,5.0,964981909,7
90,1,1298,5.0,964984086,7
91,1,1348,4.0,964983393,7
92,1,1377,3.0,964982653,7
93,1,1396,3.0,964983017,7
94,1,1408,3.0,964982310,7
95,1,1445,3.0,964984112,7
96,1,1473,4.0,964980875,7
97,1,1500,4.0,964980985,7
98,1,1517,5.0,964981107,7
99,1,1552,4.0,964982620,7
100,1,1573,5.0,964982290,7
101,1,1580,3.0,964981125,7
102,1,1587,5.0,964982346,7
103,1,1617,5.0,964982951,7
104,1,1620,4.0,964983056,7
105,1,1625,5.0,964983504,7
106,1,1644,3.0,964983536,7
107,1,1676,3.0,964982620,7
108,1,1732,5.0,964981125,7
109,1,1777,4.0,964981230,7
110,1,1793,4.0,964981404,7
111,1,1804,5.0,964983034,7
112,1,1805,4.0,964983056,7
113,1,1920,4.0,964981780,7
114,1,1927,5.0,964981497,7
115,1,1954,5.0,964982176,7
116,1,1967,4.0,964981710,7
117,1,2000,4.0,964982211,7
118,1,2005,5.0,964981710,7
119,1,2012,4.0,964984176,7
120,1,2018,5.0,964980523,7
121,1,2028,4.0,964981888,7
122,1,2033,5.0,964982903,7
123,1,2046,4.0,964982563,7
124,1,2048,5.0,964982791,7
125,1,2054,4.0,964981747,7
126,1,2058,5.0,964982400,7
127,1,2078,5.0,964982838,7
128,1,2090,5.0,964982838,7
129,1,2093,3.0,964981710,7
130,1,2094,5.0,964982653,7
131,1,2096,4.0,964982838,7
132,1,2099,4.0,964982588,7
133,1,2105,4.0,964981725,7
134,1,2115,5.0,964982529,7
135,1,2116,5.0,964982876,7
136,1,2137,5.0,964982791,7
137,1,2139,5.0,964982791,7
138,1,2141,5.0,964982838,7
139,1,2143,4.0,964981725,7
140,1,2161,5.0,964981710,7
141,1,2174,4.0,964981680,7
142,1,2193,4.0,964981710,7
143,1,2253,2.0,964981775,7
144,1,2268,4.0,964982989,7
145,1,2273,4.0,964982310,7
146,1,2291,5.0,964983664,7
147,1,2329,5.0,964983263,7
148,1,2338,2.0,964983546,7
149,1,2353,5.0,964983861,7
150,1,2366,4.0,964982462,7
151,1,2387,5.0,964983123,7
152,1,2389,2.0,964983094,7
153,1,2395,5.0,964981093,7
154,1,2406,4.0,964982310,7
155,1,2414,3.0,964982513,7
156,1,2427,5.0,964982242,7
157,1,2450,4.0,964982620,7
158,1,2459,5.0,964983414,7
159,1,2470,5.0,964982588,7
160,1,2478,4.0,964984169,7
161,1,2492,4.0,965719662,8
162,1,2502,5.0,964981278,7
163,1,2528,3.0,964982328,7
164,1,2529,5.0,964982242,7
165,1,2542,5.0,964981265,7
166,1,2571,5.0,964981888,7
167,1,2580,5.0,964983000,7
168,1,2596,5.0,964981144,7
169,1,2616,4.0,964983080,7
170,1,2617,2.0,964982588,7
171,1,2628,4.0,964980523,7
172,1,2640,4.0,964982377,7
173,1,2641,5.0,964982620,7
174,1,2644,4.0,964983393,7
175,1,2648,4.0,964983414,7
176,1,2654,5.0,964983393,7
177,1,2657,3.0,964983426,7
178,1,2692,5.0,964981855,7
179,1,2700,5.0,964980985,7
180,1,2716,5.0,964983414,7
181,1,2761,5.0,964982703,7
182,1,2797,4.0,964981710,7
183,1,2826,4.0,964980523,7
184,1,2858,5.0,964980868,7
185,1,2872,5.0,964981680,7
186,1,2899,5.0,964982703,7
187,1,2916,4.0,964982290,7
188,1,2944,5.0,964981872,7
189,1,2947,5.0,964982176,7
190,1,2948,5.0,964982191,7
191,1,2949,5.0,964981888,7
192,1,2959,5.0,964983282,7
193,1,2985,4.0,964983034,7
194,1,2987,5.0,964982495,7
195,1,2991,5.0,964982271,7
196,1,2993,5.0,964982242,7
197,1,2997,4.0,964980896,7
198,1,3033,5.0,964983762,7
199,1,3034,5.0,964982791,7
200,1,3052,5.0,964981208,7
201,1,3053,5.0,964984086,7
202,1,3062,4.0,964981872,7
203,1,3147,5.0,964983873,7
204,1,3168,4.0,964982495,7
205,1,3176,1.0,964983504,7
206,1,3243,3.0,964981093,7
207,1,3247,3.0,964983108,7
208,1,3253,5.0,964981107,7
209,1,3273,5.0,964983536,7
210,1,3386,5.0,964983484,7
211,1,3439,4.0,964981799,7
212,1,3440,4.0,964981799,7
213,1,3441,5.0,964982328,7
214,1,3448,5.0,964984054,7
215,1,3450,5.0,964981144,7
216,1,3479,4.0,964981725,7
217,1,3489,4.0,964981775,7
218,1,3527,4.0,964982271,7
219,1,3578,5.0,964980668,7
220,1,3617,4.0,964980683,7
221,1,3639,4.0,964982271,7
222,1,3671,5.0,964981589,7
223,1,3702,5.0,964983737,7
224,1,3703,5.0,964981909,7
225,1,3729,5.0,964982363,7
226,1,3740,4.0,964982417,7
227,1,3744,4.0,964980694,7
228,1,3793,5.0,964981855,7
229,1,3809,4.0,964981220,7
230,1,4006,4.0,964982903,7
231,1,5060,5.0,964984002,7
232,2,318,3.0,1445714835,10
233,2,333,4.0,1445715029,10
234,2,1704,4.5,1445715228,10
235,2,3578,4.0,1445714885,10
236,2,6874,4.0,1445714952,10
237,2,8798,3.5,1445714960,10
238,2,46970,4.0,1445715013,10
239,2,48516,4.0,1445715064,10
240,2,58559,4.5,1445715141,10
241,2,60756,5.0,1445714980,10
242,2,68157,4.5,1445715154,10
243,2,71535,3.0,1445714974,10
244,2,74458,4.0,1445714926,10
245,2,77455,3.0,1445714941,10
246,2,79132,4.0,1445714841,10
247,2,80489,4.5,1445715340,10
248,2,80906,5.0,1445715172,10
249,2,86345,4.0,1445715166,10
250,2,89774,5.0,1445715189,10
251,2,91529,3.5,1445714891,10
252,2,91658,2.5,1445714938,10
253,2,99114,3.5,1445714874,10
254,2,106782,5.0,1445714966,10
255,2,109487,3.0,1445715145,10
256,2,112552,4.0,1445714882,10
257,2,114060,2.0,1445715276,10
258,2,115713,3.5,1445714854,10
259,2,122882,5.0,1445715272,10
260,2,131724,5.0,1445714851,10
261,3,31,0.5,1306463578,5
262,3,527,0.5,1306464275,5
263,3,647,0.5,1306463619,5
264,3,688,0.5,1306464228,5
265,3,720,0.5,1306463595,5
266,3,849,5.0,1306463611,5
267,3,914,0.5,1306463567,5
268,3,1093,0.5,1306463627,5
269,3,1124,0.5,1306464216,5
270,3,1263,0.5,1306463569,5
271,3,1272,0.5,1306463624,5
272,3,1275,3.5,1306463323,5
273,3,1302,0.5,1306464189,5
274,3,1371,3.0,1306463561,5
275,3,1587,4.5,1306464003,5
276,3,2018,0.5,1306464175,5
277,3,2080,0.5,1306463572,5
278,3,2090,0.5,1306464261,5
279,3,2105,2.0,1306463559,5
280,3,2288,4.0,1306463631,5
281,3,2424,0.5,1306464293,5
282,3,2851,5.0,1306463925,5
283,3,3024,4.5,1306464054,5
284,3,3210,0.5,1306463638,5
285,3,3703,5.0,1306463603,5
286,3,3949,0.5,1306464245,5
287,3,4518,5.0,1306463770,5
288,3,5048,0.5,1306464284,5
289,3,5181,5.0,1306463718,5
290,3,5746,5.0,1306463708,5
291,3,5764,4.5,1306464021,5
292,3,5919,5.0,1306463825,5
293,3,6238,0.5,1306464204,5
294,3,6835,5.0,1306463670,5
295,3,7899,4.5,1306464036,5
296,3,7991,5.0,1306463684,5
297,3,26409,4.5,1306463993,5
298,3,70946,5.0,1306463815,5
299,3,72378,0.5,1306464164,5
300,4,21,3.0,986935199,4
301,4,32,2.0,945173447,12
302,4,45,3.0,986935047,4
303,4,47,2.0,945173425,12
304,4,52,3.0,964622786,7
305,4,58,3.0,964538444,7
306,4,106,4.0,986848784,4
307,4,125,5.0,964622758,7
308,4,126,1.0,986848920,4
309,4,162,5.0,945078571,12
310,4,171,3.0,945078428,12
311,4,176,5.0,964622565,7
312,4,190,2.0,945079259,12
313,4,215,5.0,945079078,12
314,4,222,1.0,945629040,12
315,4,232,5.0,964622684,7
316,4,235,2.0,945173513,12
317,4,247,3.0,986848894,4
318,4,260,5.0,945079259,12
319,4,265,5.0,964538468,7
320,4,296,1.0,945173350,12
321,4,319,5.0,945079182,12
322,4,342,5.0,964538500,7
323,4,345,4.0,945629063,12
324,4,348,4.0,964622786,7
325,4,351,3.0,986934901,4
326,4,357,3.0,964623306,7
327,4,368,4.0,945078690,12
328,4,417,2.0,945078467,12
329,4,441,1.0,986934915,4
330,4,450,2.0,986848828,4
331,4,457,5.0,945079259,12
332,4,475,5.0,945174290,12
333,4,492,5.0,945079872,12
334,4,509,1.0,945079106,12
335,4,538,5.0,945078636,12
336,4,539,1.0,964538832,7
337,4,553,2.0,945079301,12
338,4,588,4.0,945079670,12
339,4,593,5.0,964539986,7
340,4,595,3.0,986848609,4
341,4,599,2.0,945078587,12
342,4,608,5.0,964540008,7
343,4,648,3.0,945079906,12
344,4,708,4.0,986935230,4
345,4,759,3.0,945078601,12
346,4,800,4.0,945079106,12
347,4,892,4.0,964622714,7
348,4,898,5.0,964623347,7
349,4,899,4.0,945079653,12
350,4,902,4.0,945078446,12
351,4,904,4.0,945079837,12
352,4,908,5.0,945173902,12
353,4,910,5.0,945173989,12
354,4,912,5.0,945173902,12
355,4,914,5.0,945079670,12
356,4,919,5.0,945079521,12
357,4,920,5.0,945173602,12
358,4,930,5.0,964538571,7
359,4,937,3.0,986849085,4
360,4,1025,4.0,945079232,12
361,4,1046,5.0,945173654,12
362,4,1057,3.0,964540578,7
363,4,1060,2.0,986934819,4
364,4,1073,4.0,945079483,12
365,4,1077,5.0,945173692,12
366,4,1079,2.0,945078946,12
367,4,1080,5.0,986934696,4
368,4,1084,5.0,945079259,12
369,4,1086,5.0,964539723,7
370,4,1094,3.0,964538500,7
371,4,1103,5.0,964539723,7
372,4,1136,5.0,986934625,4
373,4,1179,4.0,964539180,7
374,4,1183,1.0,964778513,7
375,4,1188,5.0,964538500,7
376,4,1196,5.0,964538763,7
377,4,1197,5.0,964538763,7
378,4,1198,3.0,964538728,7
379,4,1199,2.0,945078967,12
380,4,1203,5.0,945174025,12
381,4,1211,1.0,964539205,7
382,4,1213,4.0,945079729,12
383,4,1219,4.0,964539961,7
384,4,1225,4.0,964539326,7
385,4,1250,5.0,945174008,12
386,4,1259,4.0,964538728,7
387,4,1265,4.0,964622684,7
388,4,1266,4.0,986849037,4
389,4,1279,2.0,986934832,4
390,4,1282,5.0,945079653,12
391,4,1283,5.0,945078690,12
392,4,1288,4.0,945079653,12
393,4,1291,4.0,964538763,7
394,4,1304,3.0,945078467,12
395,4,1391,1.0,945173766,12
396,4,1449,5.0,945079767,12
397,4,1466,4.0,945173492,12
398,4,1500,4.0,964622830,7
399,4,1517,4.0,945079790,12
400,4,1580,3.0,986935244,4
401,4,1597,1.0,945079906,12
402,4,1617,2.0,945079837,12
403,4,1641,4.0,964622758,7
404,4,1704,1.0,945629015,12
405,4,1719,4.0,945079956,12
406,4,1732,4.0,945079889,12
407,4,1733,5.0,945079143,12
408,4,1734,3.0,964539357,7
409,4,1834,5.0,945174134,12
410,4,1860,2.0,986849001,4
411,4,1883,4.0,964622642,7
412,4,1885,3.0,964622617,7
413,4,1892,2.0,964539431,7
414,4,1895,4.0,945629179,12
415,4,1907,3.0,964540505,7
416,4,1914,4.0,964622714,7
417,4,1916,1.0,986934786,4
418,4,1923,3.0,986934870,4
419,4,1947,5.0,945079653,12
420,4,1966,2.0,964622684,7
421,4,1967,5.0,945078967,12
422,4,1968,4.0,986934786,4
423,4,2019,2.0,945078690,12
424,4,2076,4.0,945079052,12
425,4,2078,5.0,945079521,12
426,4,2109,4.0,986935016,4
427,4,2145,3.0,986935328,4
428,4,2150,5.0,986934738,4
429,4,2174,5.0,964539855,7
430,4,2186,5.0,945174008,12
431,4,2203,4.0,945079729,12
432,4,2204,5.0,964540008,7
433,4,2282,1.0,945629238,12
434,4,2324,1.0,964622590,7
435,4,2336,2.0,964538964,7
436,4,2351,4.0,945078467,12
437,4,2359,4.0,964622590,7
438,4,2390,5.0,945079164,12
439,4,2395,3.0,964623306,7
440,4,2406,4.0,986935302,4
441,4,2467,4.0,945079858,12
442,4,2571,1.0,945173385,12
443,4,2583,5.0,945078863,12
444,4,2599,5.0,964622684,7
445,4,2628,1.0,986848894,4
446,4,2683,4.0,945079790,12
447,4,2692,5.0,945079013,12
448,4,2712,2.0,945078542,12
449,4,2762,4.0,964539986,7
450,4,2763,1.0,964778621,7
451,4,2770,2.0,945173553,12
452,4,2791,5.0,964539628,7
453,4,2843,5.0,945078814,12
454,4,2858,5.0,964539140,7
455,4,2874,4.0,986935016,4
456,4,2921,4.0,945078708,12
457,4,2926,5.0,986934870,4
458,4,2959,2.0,945078528,12
459,4,2973,2.0,945078946,12
460,4,2997,4.0,986848610,4
461,4,3033,4.0,986936200,4
462,4,3044,5.0,945079920,12
463,4,3060,4.0,986934884,4
464,4,3079,3.0,964778197,7
